time_ns,rmsd
0.0,2.8217263227779403
1.0,3.0602451132236426
2.0,2.9118363165960424
3.0,2.970530361771112
4.0,2.912528416818153
5.0,3.165029085099267
6.0,2.957365681000671
7.0,2.8878975100760194
8.0,3.0582400069358897
9.0,2.9907996582858756
