time_ns,rmsd
0.0,2.999980606107173
1.0,2.9651463048553133
2.0,2.850465630783208
3.0,2.853029882124426
4.0,2.914047964685344
5.0,3.1008515422995404
6.0,2.9325485088024017
7.0,2.9724212570121065
8.0,2.9968947999073206
9.0,2.8953142638912075
