time_ns,rmsd
0.0,3.657027124064148
1.0,3.533303159719484
2.0,3.4153699562808755
3.0,3.4047448456204763
4.0,3.437495626337232
5.0,3.8220690941007174
6.0,3.5490914937918556
7.0,3.6259116901211934
8.0,3.63187986196299
9.0,3.4652421461986855
