time_ns,rmsd
0.0,2.318564694997688
1.0,2.394345849541545
2.0,2.2786717294823253
3.0,2.2976357543059507
4.0,2.395187587879464
5.0,2.3405724925453324
6.0,2.2997164167212505
7.0,2.2940208512729474
8.0,2.3438809797263382
9.0,2.3193155956403673
