time_ns,rmsd
0.0,4.413650117266446
1.0,4.012564556135085
2.0,3.9216334087903695
3.0,3.850645564982616
4.0,3.9644982936878566
5.0,4.457422711280063
6.0,4.124604003395562
7.0,4.321632119380928
8.0,4.196797020871783
9.0,3.9337538061828323
